id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;2000-10-19;29569.82916667
N;Norte;2000-10-20;2646.43750000
NE;Nordeste;2000-10-20;6436.71250000
S;Sul;2000-10-20;7402.37083333
SE;Sudeste/Centro-Oeste;2000-10-20;29492.93333333
N;Norte;2000-10-21;2534.70000000
NE;Nordeste;2000-10-21;6080.39583333
S;Sul;2000-10-21;6562.45416667
SE;Sudeste/Centro-Oeste;2000-10-21;26748.46250000
N;Norte;2000-10-22;2421.42916667
NE;Nordeste;2000-10-22;5608.68750000
S;Sul;2000-10-22;5511.58333333
SE;Sudeste/Centro-Oeste;2000-10-22;23800.06666667
N;Norte;2000-10-23;2563.82083333
NE;Nordeste;2000-10-23;6369.35000000
S;Sul;2000-10-23;7233.08750000
SE;Sudeste/Centro-Oeste;2000-10-23;28716.22916667
N;Norte;2000-10-24;2629.50000000
NE;Nordeste;2000-10-24;6462.81250000
S;Sul;2000-10-24;7374.26666667
SE;Sudeste/Centro-Oeste;2000-10-24;29247.15416667
N;Norte;2000-10-25;2635.47083333
NE;Nordeste;2000-10-25;6479.08750000
S;Sul;2000-10-25;7416.40000000
SE;Sudeste/Centro-Oeste;2000-10-25;29211.80416667
N;Norte;2000-10-26;2636.37083333
NE;Nordeste;2000-10-26;6495.57083333
S;Sul;2000-10-26;7489.34166667
SE;Sudeste/Centro-Oeste;2000-10-26;29218.71666667
N;Norte;2000-10-27;2637.91250000
NE;Nordeste;2000-10-27;6479.16666667
S;Sul;2000-10-27;7391.53333333
SE;Sudeste/Centro-Oeste;2000-10-27;29266.87500000
N;Norte;2000-10-28;2516.86250000
NE;Nordeste;2000-10-28;6121.85416667
S;Sul;2000-10-28;6371.44166667
SE;Sudeste/Centro-Oeste;2000-10-28;26442.48333333
N;Norte;2000-10-29;2431.53750000
NE;Nordeste;2000-10-29;5572.19583333
S;Sul;2000-10-29;5231.80000000
SE;Sudeste/Centro-Oeste;2000-10-29;22470.46666667
N;Norte;2000-10-30;2627.20833333
NE;Nordeste;2000-10-30;6352.44583333
S;Sul;2000-10-30;6932.29166667
SE;Sudeste/Centro-Oeste;2000-10-30;26657.32083333
N;Norte;2000-10-31;2593.75958333
NE;Nordeste;2000-10-31;6514.55833333
S;Sul;2000-10-31;7343.99583333
SE;Sudeste/Centro-Oeste;2000-10-31;27342.87916667
N;Norte;2000-11-01;2611.15416667
NE;Nordeste;2000-11-01;6474.00416667
S;Sul;2000-11-01;7405.21666667
SE;Sudeste/Centro-Oeste;2000-11-01;27368.72916667
N;Norte;2000-11-02;2458.37500000
NE;Nordeste;2000-11-02;5889.23750000
S;Sul;2000-11-02;5830.36250000
SE;Sudeste/Centro-Oeste;2000-11-02;24109.08333333
N;Norte;2000-11-03;2568.81000000
NE;Nordeste;2000-11-03;6314.37500000
S;Sul;2000-11-03;6603.85416667
SE;Sudeste/Centro-Oeste;2000-11-03;26973.12500000
N;Norte;2000-11-04;2527.41250000
NE;Nordeste;2000-11-04;6044.61666667
S;Sul;2000-11-04;6149.16250000
SE;Sudeste/Centro-Oeste;2000-11-04;25041.74166667
N;Norte;2000-11-05;2424.20041667
NE;Nordeste;2000-11-05;5498.24583333
S;Sul;2000-11-05;5296.27083333
SE;Sudeste/Centro-Oeste;2000-11-05;22476.86250000
N;Norte;2000-11-06;2562.83750000
NE;Nordeste;2000-11-06;6308.22916667
S;Sul;2000-11-06;7001.13333333
SE;Sudeste/Centro-Oeste;2000-11-06;27140.74583333
N;Norte;2000-11-07;2634.95416667
NE;Nordeste;2000-11-07;6417.91250000
S;Sul;2000-11-07;7390.72500000
SE;Sudeste/Centro-Oeste;2000-11-07;27401.58333333
N;Norte;2000-11-08;2628.53750000
NE;Nordeste;2000-11-08;6305.39583333
S;Sul;2000-11-08;7384.89583333
SE;Sudeste/Centro-Oeste;2000-11-08;27042.88333333
N;Norte;2000-11-09;2573.77916667
NE;Nordeste;2000-11-09;6227.92083333
S;Sul;2000-11-09;7493.25000000
SE;Sudeste/Centro-Oeste;2000-11-09;27394.47916667
N;Norte;2000-11-10;2604.67083333
NE;Nordeste;2000-11-10;6222.38333333
S;Sul;2000-11-10;7348.03750000
SE;Sudeste/Centro-Oeste;2000-11-10;27785.67916667
N;Norte;2000-11-11;2526.32500000
NE;Nordeste;2000-11-11;5928.92083333
S;Sul;2000-11-11;6498.47500000
SE;Sudeste/Centro-Oeste;2000-11-11;25623.88333333
N;Norte;2000-11-12;2418.02916667
NE;Nordeste;2000-11-12;5490.23750000
S;Sul;2000-11-12;5330.11666667
SE;Sudeste/Centro-Oeste;2000-11-12;22941.07500000
N;Norte;2000-11-13;2589.11250000
NE;Nordeste;2000-11-13;6264.87500000
S;Sul;2000-11-13;7004.23333333
SE;Sudeste/Centro-Oeste;2000-11-13;27322.15833333
N;Norte;2000-11-14;2598.07500000
NE;Nordeste;2000-11-14;6379.30000000
S;Sul;2000-11-14;7170.67916667
SE;Sudeste/Centro-Oeste;2000-11-14;27677.32083333
N;Norte;2000-11-15;2455.43333333
NE;Nordeste;2000-11-15;5734.14583333
S;Sul;2000-11-15;5772.30000000
SE;Sudeste/Centro-Oeste;2000-11-15;23357.90833333
N;Norte;2000-11-16;2598.53333333
NE;Nordeste;2000-11-16;6442.14583333
S;Sul;2000-11-16;6885.82916667
SE;Sudeste/Centro-Oeste;2000-11-16;26336.61666667
N;Norte;2000-11-17;2577.02083333
NE;Nordeste;2000-11-17;6454.51666667
S;Sul;2000-11-17;7114.27500000
SE;Sudeste/Centro-Oeste;2000-11-17;26941.20833333
N;Norte;2000-11-18;2502.72916667
NE;Nordeste;2000-11-18;6055.69583333
S;Sul;2000-11-18;6332.25833333
SE;Sudeste/Centro-Oeste;2000-11-18;24503.58333333
N;Norte;2000-11-19;2450.58750000
NE;Nordeste;2000-11-19;5564.88333333
S;Sul;2000-11-19;5337.92083333
SE;Sudeste/Centro-Oeste;2000-11-19;21730.99583333
N;Norte;2000-11-20;2595.42083333
NE;Nordeste;2000-11-20;6376.45416667
S;Sul;2000-11-20;7157.50000000
SE;Sudeste/Centro-Oeste;2000-11-20;26236.48750000
N;Norte;2000-11-21;2615.95833333
NE;Nordeste;2000-11-21;6472.10416667
S;Sul;2000-11-21;7382.52500000
SE;Sudeste/Centro-Oeste;2000-11-21;27854.50416667
N;Norte;2000-11-22;2620.46250000
NE;Nordeste;2000-11-22;6545.66666667
S;Sul;2000-11-22;7572.32083333
SE;Sudeste/Centro-Oeste;2000-11-22;27674.39166667
N;Norte;2000-11-23;2635.86250000
NE;Nordeste;2000-11-23;6527.15000000
S;Sul;2000-11-23;7861.83333333
SE;Sudeste/Centro-Oeste;2000-11-23;27845.93750000
N;Norte;2000-11-24;2599.13750000
NE;Nordeste;2000-11-24;6531.87083333
S;Sul;2000-11-24;7702.21666667
SE;Sudeste/Centro-Oeste;2000-11-24;28256.24583333
N;Norte;2000-11-25;2524.01666667
NE;Nordeste;2000-11-25;6176.94583333
S;Sul;2000-11-25;6430.19583333
SE;Sudeste/Centro-Oeste;2000-11-25;26051.28333333
N;Norte;2000-11-26;2452.89583333
NE;Nordeste;2000-11-26;5694.35833333
S;Sul;2000-11-26;5332.52500000
SE;Sudeste/Centro-Oeste;2000-11-26;22826.19583333
N;Norte;2000-11-27;2614.93750000
NE;Nordeste;2000-11-27;6455.62916667
S;Sul;2000-11-27;7417.99583333
SE;Sudeste/Centro-Oeste;2000-11-27;27018.85000000
N;Norte;2000-11-28;2631.58500000
NE;Nordeste;2000-11-28;6590.85000000
S;Sul;2000-11-28;7735.82916667
SE;Sudeste/Centro-Oeste;2000-11-28;27878.37500000
N;Norte;2000-11-29;2637.62916667
NE;Nordeste;2000-11-29;6616.29583333
S;Sul;2000-11-29;7510.47916667
SE;Sudeste/Centro-Oeste;2000-11-29;28384.59583333
N;Norte;2000-11-30;2629.49166667
NE;Nordeste;2000-11-30;6633.45833333
S;Sul;2000-11-30;7312.48333333
SE;Sudeste/Centro-Oeste;2000-11-30;28404.35833333
N;Norte;2000-12-01;2631.60833333
NE;Nordeste;2000-12-01;6615.14166667
S;Sul;2000-12-01;7170.70833333
SE;Sudeste/Centro-Oeste;2000-12-01;27427.77916667
N;Norte;2000-12-02;2546.14583333
NE;Nordeste;2000-12-02;6210.56250000
S;Sul;2000-12-02;6383.30833333
SE;Sudeste/Centro-Oeste;2000-12-02;24880.30416667
N;Norte;2000-12-03;2464.82916667
NE;Nordeste;2000-12-03;5688.98333333
S;Sul;2000-12-03;5452.45416667
SE;Sudeste/Centro-Oeste;2000-12-03;22345.30000000
N;Norte;2000-12-04;2614.77916667
NE;Nordeste;2000-12-04;6355.42916667
S;Sul;2000-12-04;7129.67500000
SE;Sudeste/Centro-Oeste;2000-12-04;27554.20416667
N;Norte;2000-12-05;2606.25000000
NE;Nordeste;2000-12-05;6525.39166667
S;Sul;2000-12-05;7296.82083333
SE;Sudeste/Centro-Oeste;2000-12-05;28211.93750000
N;Norte;2000-12-06;2625.00833333
NE;Nordeste;2000-12-06;6618.08750000
S;Sul;2000-12-06;7349.62916667
SE;Sudeste/Centro-Oeste;2000-12-06;27670.29166667
N;Norte;2000-12-07;2625.36666667
NE;Nordeste;2000-12-07;6747.90833333
S;Sul;2000-12-07;7584.87916667
SE;Sudeste/Centro-Oeste;2000-12-07;27662.90833333
N;Norte;2000-12-08;2531.46250000
NE;Nordeste;2000-12-08;6219.12916667
S;Sul;2000-12-08;7713.94166667
SE;Sudeste/Centro-Oeste;2000-12-08;27550.22916667
N;Norte;2000-12-09;2507.84583333
NE;Nordeste;2000-12-09;6205.88333333
S;Sul;2000-12-09;7045.57083333
SE;Sudeste/Centro-Oeste;2000-12-09;25809.30416667
N;Norte;2000-12-10;2429.39583333
NE;Nordeste;2000-12-10;5721.77916667
S;Sul;2000-12-10;5910.25833333
SE;Sudeste/Centro-Oeste;2000-12-10;23376.29583333
N;Norte;2000-12-11;2581.42250000
NE;Nordeste;2000-12-11;6513.87083333
S;Sul;2000-12-11;7683.30416667
SE;Sudeste/Centro-Oeste;2000-12-11;27679.45833333
N;Norte;2000-12-12;2611.58125000
NE;Nordeste;2000-12-12;6545.52083333
S;Sul;2000-12-12;8093.29166667
SE;Sudeste/Centro-Oeste;2000-12-12;28728.57291667
N;Norte;2000-12-13;2600.18750000
NE;Nordeste;2000-12-13;6441.23333333
S;Sul;2000-12-13;8102.83750000
SE;Sudeste/Centro-Oeste;2000-12-13;29055.84166667
N;Norte;2000-12-14;2590.11666667
NE;Nordeste;2000-12-14;6292.36666667
S;Sul;2000-12-14;7987.36250000
SE;Sudeste/Centro-Oeste;2000-12-14;28953.19583333
N;Norte;2000-12-15;2490.44166667
NE;Nordeste;2000-12-15;5956.32500000
S;Sul;2000-12-15;7841.99583333
SE;Sudeste/Centro-Oeste;2000-12-15;28760.93750000
N;Norte;2000-12-16;2427.59166667
NE;Nordeste;2000-12-16;5568.76250000
S;Sul;2000-12-16;6645.77916667
SE;Sudeste/Centro-Oeste;2000-12-16;26280.54583333
N;Norte;2000-12-17;2332.56375000
NE;Nordeste;2000-12-17;5209.11250000
S;Sul;2000-12-17;5450.93750000
SE;Sudeste/Centro-Oeste;2000-12-17;22703.70833333
N;Norte;2000-12-18;2500.94583333
NE;Nordeste;2000-12-18;5913.48750000
S;Sul;2000-12-18;7131.16250000
SE;Sudeste/Centro-Oeste;2000-12-18;25583.91541667
N;Norte;2000-12-19;2568.56666667
NE;Nordeste;2000-12-19;6098.00416667
S;Sul;2000-12-19;7548.50000000
SE;Sudeste/Centro-Oeste;2000-12-19;26602.07500000
N;Norte;2000-12-20;2572.73833333
NE;Nordeste;2000-12-20;6103.68750000
S;Sul;2000-12-20;7693.60000000
SE;Sudeste/Centro-Oeste;2000-12-20;26902.97916667
N;Norte;2000-12-21;2573.51250000
NE;Nordeste;2000-12-21;6275.68333333
S;Sul;2000-12-21;7580.31250000
SE;Sudeste/Centro-Oeste;2000-12-21;26991.68333333
N;Norte;2000-12-22;2576.47625000
NE;Nordeste;2000-12-22;6319.20416667
S;Sul;2000-12-22;7079.92916667
SE;Sudeste/Centro-Oeste;2000-12-22;27056.47916667
N;Norte;2000-12-23;2487.85416667
NE;Nordeste;2000-12-23;5958.63333333
S;Sul;2000-12-23;6361.89166667
SE;Sudeste/Centro-Oeste;2000-12-23;24802.84583333
N;Norte;2000-12-24;2460.76250000
NE;Nordeste;2000-12-24;5464.52916667
S;Sul;2000-12-24;5488.89166667
SE;Sudeste/Centro-Oeste;2000-12-24;22794.47916667
N;Norte;2000-12-25;2382.79583333
NE;Nordeste;2000-12-25;5095.87500000
S;Sul;2000-12-25;5081.57083333
SE;Sudeste/Centro-Oeste;2000-12-25;20524.17916667
N;Norte;2000-12-26;2569.79583333
NE;Nordeste;2000-12-26;6068.84583333
S;Sul;2000-12-26;6851.62083333
SE;Sudeste/Centro-Oeste;2000-12-26;25569.00833333
N;Norte;2000-12-27;2630.05708333
NE;Nordeste;2000-12-27;6237.95416667
S;Sul;2000-12-27;7095.37083333
SE;Sudeste/Centro-Oeste;2000-12-27;26595.28750000
N;Norte;2000-12-28;2621.62916667
NE;Nordeste;2000-12-28;6278.57916667
S;Sul;2000-12-28;6891.58333333
SE;Sudeste/Centro-Oeste;2000-12-28;26811.55416667
N;Norte;2000-12-29;2593.65833333
NE;Nordeste;2000-12-29;6204.31250000
S;Sul;2000-12-29;6765.49583333
SE;Sudeste/Centro-Oeste;2000-12-29;26195.75416667
N;Norte;2000-12-30;2531.85416667
NE;Nordeste;2000-12-30;5936.56250000
S;Sul;2000-12-30;6046.70833333
SE;Sudeste/Centro-Oeste;2000-12-30;24200.01666667
N;Norte;2000-12-31;2457.32083333
NE;Nordeste;2000-12-31;5505.64166667
S;Sul;2000-12-31;5268.44333333
SE;Sudeste/Centro-Oeste;2000-12-31;22007.15625000
